1	14989
2	13373
3	16175
4	17377
5	14583
6	12735
7	16122
8	17967
9	19161
10	20208
11	20786
12	15931
13	14837
14	19044
15	22682
16	22895
17	22209
18	21416
19	16211
20	14821
21	14146
22	21632
23	23313
24	23897
25	22289
26	18852
27	15812
28	19508
29	20665
30	20868
31	23412
32	22604
33	18506
34	15900
35	18636
36	20486
37	21887
38	22915
39	21904
40	14991
41	15291
42	19179
43	20838
44	22342
45	21448
46	19865
47	16778
48	16281
49	14747
50	18264
51	21838
52	23185
53	21818
54	18874
55	15380
56	18562
57	21288
58	22693
59	22789
60	21925
61	18457
62	16093
63	19323
64	20937
65	22080
66	23124
67	23095
68	16844
69	14996
70	17914
71	20922
72	21526
73	23452
74	22023
75	19238
76	16547
77	21048
78	20895
79	21628
80	19031
81	21624
82	17524
83	14826
84	17384
85	18693
86	20162
87	20216
88	18861
89	14803
90	13587
91	16287
92	19995
93	20809
94	21453
95	20162
96	15598
97	14518
98	17074
99	18806
100	21260
101	21595
102	22110
103	16685
104	14652
105	17396
106	18681
107	20170
108	21220
109	20287
110	17518
111	15374
112	17863
113	20371
114	20995
115	21066
116	20320
117	16482
118	14616
119	17687
120	19243
121	19519
122	20804
123	20020
124	16783
125	15336
126	17331
127	19156
128	21489
129	21051
130	19774
131	16681
132	14028
133	17677
134	19384
135	20896
136	21096
137	19212
138	15830
139	15527
140	17445
141	19365
142	19620
143	19280
144	18009
145	13609
146	10987
147	10150
148	16061
149	18399
150	20143
151	19648
152	16504
153	14242
154	17727
155	18202
156	19483
157	19762
158	22393
159	15234
160	13646
161	17979
162	18514
163	18726
164	21551
165	19329
166	15077
167	12877
168	16407
169	18750
170	19076
171	19640
172	17898
173	14122
174	13258
175	16338
176	18659
177	19572
178	20553
179	18840
180	15041
181	13139
182	15550
183	16423
184	15607
185	10251
186	11109
187	10135
188	10962
189	15309
190	17753
191	18718
192	19773
193	18605
194	14342
195	13551
196	17331
197	18864
198	20432
199	21137
200	19833
201	15072
202	12614
203	16705
204	18332
205	18954
206	19029
207	17514
208	13523
209	12427
210	15097
211	17229
212	17666
213	12818
214	9294
215	7214
216	6524
217	15665
218	17826
219	18784
220	18754
221	17969
222	13554
223	5692
224	14882
225	17766
226	17960
227	18586
228	16563
229	13412
230	11990
231	15110
232	16966
233	18105
234	18834
235	17147
236	14004
237	12418
238	15152
239	16569
240	17849
241	17843
242	16631
243	13046
244	10805
245	10248
246	15060
247	17277
248	18311
249	18220
250	15432
251	14103
252	17141
253	19480
254	20847
255	21849
256	19995
257	15317
258	14083
259	17210
260	18887
261	20023
262	20811
263	19453
264	16095
265	14845
266	16274
267	18038
268	19311
269	20072
270	19018
271	15816
272	14403
273	16566
274	18355
275	19694
276	20143
277	19402
278	16005
279	14140
280	16688
281	18451
282	19907
283	20673
284	19140
285	16357
286	14715
287	14283
288	18149
289	19625
290	20751
291	19704
292	16972
293	15172
294	17382
295	19665
296	20838
297	21389
298	20703
299	16950
300	15469
301	17392
302	19251
303	19880
304	19462
305	20286
306	16726
307	16727
308	18319
309	18570
310	20462
311	21404
312	20316
313	17483
314	15688
315	16387
316	20731
317	21900
318	21742
319	20482
320	16795
321	15689
322	17985
323	20491
324	21761
325	21307
326	20749
327	18081
328	17225
329	17853
330	17882
331	18420
332	14640
333	12442
334	13097
335	12712
336	17473
337	19813
338	20697
339	22078
340	22574
341	18528
342	17774
343	20325
344	23037
345	22338
346	23845
347	24175
348	23785
349	18358
350	20192
351	23596
352	22941
353	22999
354	22561
355	17057
356	14202
357	16051
358	18486
359	12444
360	11469
361	13351
362	12058
363	13286
364	14914
365	22197
