2013-01-23-04	2553
2013-01-23-05	4398
2013-01-23-06	13282
2013-01-23-07	25827
2013-01-23-08	31289
2013-01-23-09	29897
2013-01-23-10	25728
2013-01-23-11	24911
2013-01-23-12	26415
2013-01-23-13	25321
2013-01-23-14	27318
2013-01-23-15	26546
2013-01-23-16	22068
2013-01-23-17	27260
2013-01-23-18	34446
2013-01-23-19	35004
2013-01-23-20	33347
2013-01-23-21	31487
2013-01-23-22	29058
2013-01-23-23	20396
2013-01-24-00	12738
2013-01-24-01	7448
2013-01-24-02	4618
2013-01-24-03	2937
2013-01-24-04	2794
2013-01-24-05	4363
2013-01-24-06	12768
2013-01-24-07	24202
2013-01-24-08	29316
2013-01-24-09	27957
2013-01-24-10	24414
2013-01-24-11	24061
2013-01-24-12	25035
2013-01-24-13	24640
2013-01-24-14	25767
2013-01-24-15	26561
2013-01-24-16	22331
2013-01-24-17	27561
2013-01-24-18	34732
2013-01-24-19	37103
2013-01-24-20	36144
2013-01-24-21	35393
2013-01-24-22	33212
2013-01-24-23	26944
2013-01-25-00	18473
2013-01-25-01	11376
2013-01-25-02	7371
2013-01-25-03	4996
2013-01-25-04	4066
2013-01-25-05	4992
2013-01-25-06	12682
2013-01-25-07	25214
2013-01-25-08	31492
2013-01-25-09	29682
2013-01-25-10	25741
2013-01-25-11	25183
2013-01-25-12	26489
2013-01-25-13	26115
2013-01-25-14	28362
2013-01-25-15	26479
2013-01-25-16	22449
2013-01-25-17	24585
2013-01-25-18	28022
2013-01-25-19	30203
2013-01-25-20	30291
2013-01-25-21	30243
2013-01-25-22	31241
2013-01-25-23	31441
2013-01-26-00	28235
2013-01-26-01	23543
2013-01-26-02	19343
2013-01-26-03	14422
2013-01-26-04	8982
2013-01-26-05	4397
2013-01-26-06	4876
2013-01-26-07	7859
2013-01-26-08	12733
2013-01-26-09	18158
2013-01-26-10	21852
2013-01-26-11	25357
2013-01-26-12	27404
2013-01-26-13	28169
2013-01-26-14	26388
2013-01-26-15	27177
2013-01-26-16	24623
2013-01-26-17	26890
2013-01-26-18	33907
2013-01-26-19	35471
2013-01-26-20	33356
2013-01-26-21	32605
2013-01-26-22	35490
2013-01-26-23	35966
2013-01-27-00	33467
2013-01-27-01	29979
2013-01-27-02	25793
2013-01-27-03	20015
2013-01-27-04	12320
2013-01-27-05	5333
2013-01-27-06	4798
2013-01-27-07	6944
2013-01-27-08	10021
2013-01-27-09	14229
2013-01-27-10	20006
2013-01-27-11	23442
2013-01-27-12	26092
2013-01-27-13	25805
2013-01-27-14	25543
2013-01-27-15	24476
2013-01-27-16	22089
2013-01-27-17	22978
2013-01-27-18	25875
2013-01-27-19	22788
2013-01-27-20	19916
2013-01-27-21	19501
2013-01-27-22	16720
2013-01-27-23	12703
2013-01-28-00	8203
2013-01-28-01	4718
2013-01-28-02	3186
2013-01-28-03	2273
2013-01-28-04	2682
2013-01-28-05	4540
2013-01-28-06	12271
2013-01-28-07	22731
2013-01-28-08	27945
2013-01-28-09	26874
2013-01-28-10	22552
2013-01-28-11	20856
2013-01-28-12	23808
2013-01-28-13	22157
2013-01-28-14	25172
2013-01-28-15	26115
2013-01-28-16	21167
2013-01-28-17	24779
2013-01-28-18	31033
2013-01-28-19	30189
2013-01-28-20	26569
2013-01-28-21	24416
2013-01-28-22	21517
2013-01-28-23	15036
2013-01-29-00	8957
2013-01-29-01	5457
2013-01-29-02	3442
2013-01-29-03	2167
2013-01-29-04	2157
2013-01-29-05	4089
2013-01-29-06	12268
2013-01-29-07	23439
2013-01-29-08	28931
2013-01-29-09	26936
2013-01-29-10	22629
2013-01-29-11	21746
2013-01-29-12	22835
2013-01-29-13	22974
2013-01-29-14	24739
2013-01-29-15	24373
2013-01-29-16	20233
2013-01-29-17	25839
2013-01-29-18	34029
2013-01-29-19	33598
2013-01-29-20	30748
2013-01-29-21	29710
2013-01-29-22	26405
2013-01-29-23	19679
2013-01-30-00	11970
2013-01-30-01	7070
2013-01-30-02	4402
2013-01-30-03	2864
2013-01-30-04	2754
